Date,Location,2535 � Sales Tax Coll,4000-00 � Rental Income,4100-00 � Cash Sales,4102-00 � Cash Sales - Non-inventory,4105-00 � Early Purchase Option,4200-00 � Roll Pro,4205-00 � Collection Fee - In-House,4210-00 � Reinstatement Fees,4214-00 � Other Fees - Alignments,4215-00 � One Time Fees,4225-00 � NSF Check Fees,4230-00 � Other Miscellaneous Income,4235-00 � Sales Tax Collected,4240-00 � Roll Safe,4250-00 � Chargebacks,4245-00 � Management Fee,4300-00 � Sub-franchisee Royalty Income,5000-00 � Depreciation - Inventory,5101-00 � Paid Out & EPO Charge Offs,5102-00 � Cash Sale Charge Offs,5103-00 � Skip/Stolen Charge Offs,5104-01 � Insurance Charge Offs,5104-02 � Returned Damaged/Non-Repairable,5104-00 � Non-Repairable Charge Offs - Other,5105-00 � Other Charge off,5105-01 � Past Due Account Charge Off,5106-00 � Inventory Cost Adjustment,5100-00 � Charge Off Expense - Other,5400-00 � Club Remittance,5500-00 � Rent Refunds,6070-00 � Parts - Inventory Repair,6071-00 � Labor - Inventory Repair,6069-00 � Inventory Repairs - Other,6500-00 � Radio - Admin,6505-00 � Television Advertising,6508-00 � Radio & TV Production,6510-00 � Print Media,6511-00 � Print Production,6512-00 � Postage - Advertising,6513-00 � Freight - Advertising,6514-00 � Newspaper/Magazine Advertising,6520-00 � Other Print,6525-00 � Telephone Directories,6535-00 � Marquee/Billboards,6540-00 � Customer Referrals,6541-00 � Website Development,6550-00 � Sponsorships,6551-00 � Internet/Online,6490-00 � Advertising and Promotion - Other,6530-00 � Special Events,6545-00 � Website,6018-00 � Cash Short (Long),6031-00 � VIN Search Fees,6515-00 � Internal Postage,6560-00 � Administrative & Collections,6555-00 � Other Selling Expenses - Other,6001-00 � Selling Expense - Other,6020-00 � Bad Checks,6021-00 � NSF Check Fees,6023-00 � Bank Card Fees,6025-00 � Bank Service Charges,6026-00 � Late Fees,6019-00 � Bank Charges - Other,6002-00 � General & Admin Expense - Other,6034-00 � Legal Fees,6035-00 � Accounting Fees,6036-00 � Consulting Fees,6029-00 � Professional Fees - Other,6040-00 � Property & General Liability,6045-00 � Officer's Life,6039-00 � Insurance Expense - Admin - Other,6000-00 � Office Supplies,6010-00 � Postage,6015-00 � Freight,6065-00 � General Supplies,"6059-00 � Postage, Freight & Supplies - Other",6300-00 � Rent Expense,6305-00 � Utilities,6310-00 � Property Insurance,6315-00 � Security,6320-00 � Pest Control,6325-00 � Repair & Maintenance Building,6326-00 � Relocation Expenses,6068-00 � Occupancy Expense - Other,6330-00 � Repairs & Maintenance - Equip,6335-00 � Equipment Rental,6079-00 � Equipment Expense - Other,"6100-00 � Depreciation Expense - F,F&E",6105-00 � Amortization Expense,6400-00 � Repair & Maintenance - Vehicles,6405-00 � Fuel & Oil - Vehicle,6410-00 � Lease - Vehicle,6420-00 � Vehicle Insurance,6430-00 � Vehicle Licenses,6399-00 � Vehicle Expense - Other,6499-00 � Depreciation Expense,6085-00 � Charitable Contributions,6090-00 � Customer Settlements,6598-00 � Other - Other,6600-00 � Software license fees,6610-00 � Computer Supplies,6615-00 � Computer Maintenance & Repair,6650-00 � Telephone & Communications,6599-00 � Computer & Internet Expenses - Other,6999-00 � Miscellaneous Expense,6201-00 � Salary,Total 6202-00 � Hourly,6203-00 � Overtime hourly,6204-00 � Holiday,6205-00 � Bonus,6205-99 � Bonus Reimbursement Due,6200-00 � Salaries & Wages - Other,6077-00 � Mileage Reimbursement,6075-00 � Travel Expense,6078-00 � Meals & Entertainment,6074-00 � Travel & Entertainment - Other,6082-00 � Dues - Deductible,6095-00 � Dues - Non Deductible,6081-00 � Dues & Subscriptions - Other,6227-00 � FFCRA Taxes,6221-00 � Unemployment Taxes,6226-00 � FICA Match,6220-00 � Payroll Taxes - Other,6235-00 � Retirement Benefits,6225-00 � Group Health & Life Insurance,6230-00 � Worker's Compensation,6239-00 � Insurance Expense - Employee - Other,6240-00 � Medical Expenses,6245-00 � Employee Procurement,6246-00 � Drug Screening,6250-00 � Employee Moving Expense,6255-00 � Seminars & Education,6260-00 � Employee Training,6265-00 � Uniforms,6270-00 � Awards & Gifts,6275-00 � Banquet,6280-00 � Special Events,6285-00 � Leased Employees,6370-00 � Moving Expense - Administrative,7011-00 � Other Employee Expense - Other,7010-00 � Payroll Expenses - Other,6050-00 � Franchise Tax,6052-00 � Personal Property,6054-00 � Real Estate,6056-00 � Sales & Use Tax,6058-00 � Waste Tire tax,6060-00 � Miscellaneous Tax,6080-00 � Business Licenses & Permits,6086-00 � Fines & Penalties,6088-01 � Royalty Fees Sherwood,6088-02 � Royalty Fees Mabelvale,6088-03 � Royalty Fees Conway,6088-04 � Royalty Fees Fayetteville,6088-05 � Royalty Fees Rogers,6088-06 � Royalty Fees Dallas,6088-07 � Royalty Fees Ft Smith,6088-91 � Royalty Fees Admin,6088-00 � Royalty Fees - Other,"7013-00 � Tax, License & Permit Expense - Other",6030-00 � Operational Overhead,7001-00 � Proceeds from Sale of Assets,7001-06 � Sale of Dallas,7002-00 � Other Income,7003-00 � Interest Income,7004-00 � Purchase Discount,7006-00 � Insurance Proceeds Received,7001-01 � Loss on Disposal of assets,8000-00 � Interest Expense,9000-00 � Overhead Allocation,9999-00 � Ask My Accountant,Customers,Deliveries,Pickups,Payoffs,Skips,$Ideal/Cust,$Ideal/Agre,Beg Ideal,End Ideal
10/31/2020,2420,0,73164.07,3037.89,0,12580.98,10143.89,0,5175.05,6036.73,620.85,0,1439.91,0,2122.74,0,0,0,18284.26,9998.08,1139.36,-303.28,1771.15,275.49,0,0,4452.11,46,0,2490.46,0,0,0,0,5590.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,-81.9,0,0,0,0,0,0,0,1376.46,0,0,0,0,0,3429.66,0,0,993.62,0,0,896.24,0,231,3066.43,0,9000,1298.86,0,37.32,87.8,109.75,0,0,24.15,0,0,2478.98,31.25,349.29,163.17,0,173.22,0,0,0,0,0,0,501.96,0,0,878.84,0,0,4220.84,9891.18,1016.54,0,3801.49,0,0,0,0,0,0,0,0,0,0,16.69,1431.38,0,272.48,3769,457.02,0,0,49.08,0,0,0,0,97.89,0,0,0,0,0,0,0,0,435.43,1398.95,20.84,634.95,0,0,0,0,0,0,0,0,0,0,0,3386.47,0,8467.47,0,0,0,0,188.84,0,0,0,0,0,503,108,32,58,9,135.73,,67266,68270
10/31/2020,2421,0,191150.66,4921.14,0,22612.85,27961.4,0,22789.72,18898.34,3149.27,0,16401.98,0,10670.19,0,0,0,47609.29,17668.68,2126.99,-394.96,12304.54,2250.39,0,0,14538.68,-873.07,0,7789.55,0,0,0,0,13017.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,668.15,0,0,0,0,0,0,0,4765.97,0,0,147.6,0,0,9556.67,0,0,1060.12,0,0,490.08,0,858,4830.35,0,9000,1352.86,0,0,0,340,0,0,0,0,0,2723.95,31.25,200,92.82,0,277.14,0,0,0,0,0,0,501.96,0,0,577.33,0,0,11447.5,25281.55,6350.97,0,11383.19,0,0,0,0,0,0,0,0,0,0,14.09,3009.73,0,1131.84,5775.33,744.91,0,0,49.08,0,0,0,0,191.31,0,0,0,0,0,0,0,0,1241.9,1002.8,0,1271.25,0,0,0,0,0,0,0,0,0,0,0,9064.61,0,8467.47,0,0,0,0,232.18,0,0,0,0,0,1303,226,60,98,28,164.77,,210452,214691
10/31/2020,2422,0,125457.84,7313,0,22836.65,17135.89,0,6703.9,9613.05,950.37,0,3733.13,0,5141.41,0,0,0,32133.61,17486.95,3593.8,0,4963.06,5368.49,0,845.14,9716.15,109.16,0,4496.64,0,0,0,0,8884,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,-1.7,0,0,0,0,0,0,0,3568.21,0,0,0,0,0,5966.56,0,0,1027.53,0,0,339.03,0,235.44,4283.02,0,9000,929.35,0,34,0,1437.99,0,0,0,80.15,0,2412,31.25,0,152.9,0,174.64,0,0,0,0,0,0,501.96,725.26,0,1099,0,0,7125,13724.56,1973.75,0,4396.77,0,0,0,414.83,0,0,0,0,0,-42.18,354.28,2107.24,0,69.02,2120.73,526.76,0,0,299.08,0,0,0,0,719.74,0,0,0,0,0,0,0,0,1711.64,2496.61,0,0,0,0,0,0,0,0,0,0,0,0,0,5854.56,0,8467.47,0,0,0,0,69.89,0,0,0,0,0,850,153,66,108,48,153.8,,135393,130730
10/31/2020,2423,0,105339.77,12771.22,0,34965.89,14732.57,0,12792.85,9369.97,1687.1,0,1996.29,0,4644.15,0,0,0,29980.84,20758.32,5982.4,0,10185.01,772.57,0,129,21172.96,13.93,0,3899.95,0,0,0,0,7932,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,19.09,0,0,0,0,0,0,0,585.58,0,0,0,0,0,5948.99,0,0,1279.41,0,0,1291.57,0,1069.5,3499.43,0,9000,1123.86,0,34,65,372.22,0,0,0,72.51,0,2345.9,31.25,0,158.5,0,210.22,0,0,0,0,0,0,501.96,0,60,-107.83,0,0,6935,11564.26,1474.58,0,2884.87,0,0,0,0,55.6,0,0,0,0,0,79.28,1737.04,0,346.56,1513.76,505.99,0,0,448.08,192,0,0,0,1887.41,0,0,0,0,0,0,0,0,526.25,1560.18,0,1316.25,0,0,0,0,0,0,0,0,0,0,0,5889.11,0,8467.47,0,0,190.91,0,154.2,0,0,0,0,0,1018,122,13,116,24,156.34,,163898,159150
10/31/2020,2424,0,72072.25,330,0,15062.03,10935.66,0,3515,6125.28,802.06,0,1948.79,0,2877.51,0,0,0,18926.18,9018.32,78,-461.92,1401.12,697.07,0,0,3755.69,486.48,0,2815.02,0,0,0,0,5968.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,242.4,0,0,0,0,0,0,0,1786.53,0,0,0,0,0,3410.06,0,0,900.03,0,0,715.72,0,0,3837.19,0,9000,1222.37,0,34,0,0,0,0,0,87.29,0,1925.15,31.25,0,520.39,0,174.64,0,0,0,0,0,0,501.97,0,0,1240.08,0,0,4220.84,8353.07,1937.21,0,3447.09,0,0,0,305.65,214.19,0,0,0,0,0,345.74,1365.12,0,10.96,1191.53,227.33,0,0,299.09,48,0,0,0,403.95,0,0,0,0,0,0,0,0,156.25,1588.41,0,155.5,0,0,0,0,0,0,0,0,0,0,0,3351.59,0,8467.47,0,0,0,0,172.68,0,0,0,0,0,526,138,44,51,15,146.19,,74031,76897
10/31/2020,2425,0,111435.76,14407.03,0,22184.58,12657.03,100,9862.97,8101.86,820.62,0,4336.02,0,4160.76,0,0,0,28511.79,16507.63,5331.94,-612.6,5571.09,1808.52,0,0,3621.69,-54,0,3430.61,0,0,0,0,7065.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,4.61,0,0,0,0,0,0,0,1997.12,0,0,0,0,0,5642,0,0,1164.78,0,0,172.26,0,339,3932.96,0,9000,1277.43,0,37.32,0,1073.5,0,0,-273.5,0,0,2821.34,31.25,0,208.05,0,174.64,0,0,0,0,0,0,501.96,99.99,0,385.48,0,0,6697.5,10859.28,1910.45,0,6498.47,0,0,0,0,0,0,0,0,0,0,267.93,1979.82,0,498.1,407.08,467.19,0,0,49.09,0,0,0,0,394.86,0,0,0,0,0,0,0,0,750,873.05,216.82,1230.75,0,0,0,0,0,0,0,0,0,0,0,5511.92,0,8467.47,0,0,0,0,307.82,0,0,0,0,0,638,156,71,80,18,166.52,,106814,106238
10/31/2020,2426,0,30991.11,4955.37,0,3293.52,3099.11,0,1218.28,2064.28,1602.89,0,124.51,0,1135.55,0,0,0,7614.6,1894.6,1260,0,1740.55,148.96,0,0,0,124.16,0,970.34,0,0,0,0,10704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,0,0,0,0,0,0,1932.17,0,0,0,0,0,1454.54,0,0,1457.22,0,0,586.83,0,0,2717.58,0,9000,752.39,0,0,0,32.46,0,0,0,0,0,2140.01,31.25,0,124.53,0,188.14,0,0,0,0,0,0,0,0,0,209.95,0,0,4166.68,10585.84,2112.05,0,2214,0,0,0,1114.66,0,0,0,0,0,0,160.26,1450.27,0,0,712.56,0,0,0,299.09,0,0,0,0,610.64,0,0,0,0,0,0,0,0,0,0,0,850.5,0,0,0,0,0,0,0,0,0,0,0,1450.8,0,8467.48,0,0,0,0,17.35,0,0,0,0,0,203,154,31,8,,162.98,,16150,33084
10/31/2020,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-210,0,10000,0,0,0,0,0,0,0,0,0,0,1008.52,0,0,0,2000,0,0,16582,0,4875.94,0,164.31,64.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6594.95,0,739.71,1267.63,0,541.24,0,0,0,40192.39,0,0,0,0,0,164.31,0,0,37859.6,0,0,0,0,-575.25,0,0,7301.6,1260.63,0,338.25,0,0,0,0,732.05,0,120,805.65,58.12,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226310.65,0,0,10182.15,0,0,,,,,,,,,
10/31/2020,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.8,0,0,0,0,0,0,0,3800,310.99,0,36.89,0,0,0,0,0,0,0,0,0,0,0,0,129.8,0,0,0,0,0,0,0,0,0,401.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5440.34,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
10/31/2020,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52500.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
10/31/2020,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.71,0,0,0,39.71,0,2986.5,0,600,538.63,0,0,0,0,0,0,0,0,0,180.2,0,177.36,302.04,0,158.55,23.89,0,0,0,0,0,0,0,0,-32.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5056.74,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
10/31/2020,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,-167162.13,0,0,0,0,0,1905.7,0,0,52.27,0,7372,420.33,0,37.32,0,663.07,0,0,0,0,0,2572.2,0,34.99,105.19,0,145.88,0,0,0,0,0,0,3130.25,1378.17,0,3332.78,187.5,0,40000,3990.14,458.46,0,5564.49,0,0,0,400,291.8,0,0,0,363.37,0,116.16,2622.87,0,1495.54,2875.8,64.87,0,0,237.72,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
10/31/2020,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,9016.47,0,0,0,0,0,0,0,0,0,0,7128,0,0,0,748.73,0,0,0,0,0,0,0,-265.4,594.43,0,0,0,0,0,0,0,0,0,0,6532.43,412.04,626.49,1922.13,0,0,0,0,0,0,0,0,0,0,0,0,26678.22,0,1394.33,3278.06,0,5371.5,0,0,0,0,-175.22,0,0,2987.21,0,1673.83,0,0,83111.21,16029.87,860.31,0,30907.45,0,0,0,7862.43,1777.76,0,902.08,0,0,0,0,7569.71,0,3477.04,10596.71,1613.79,0,0,49.09,0,0,2487.76,25920,-16.32,0,0,0,0,0,0,0,0,2093.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-218124.63,0,0,0,1852.65,13,0,-43600,0,0,0,,,,,,,,,
09/30/2020,2401,0,93882.06,11313.01,0,17386.25,12604.48,0,5475.27,7243.07,858.86,0,1671.12,0,4685.23,0,0,0,23947.78,11469.76,6315.64,0,2763.43,626.98,0,0,4403.75,633.07,0,3482.32,0,100,220,0,3598.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,60.96,0,0,0,0,0,0,0,3710.37,25,0,0,0,0,4653.58,0,0,662.24,0,0,444.26,0,151,1785.03,0,6000,2286.52,0,21.16,0,124.11,0,0,0,55.42,0,718.79,0,21.95,295.05,0,159.58,0,0,0,0,0,0,501.96,0,0,836.54,0,0,6270,11466.8,1467.34,388,9355.15,0,0,0,0,6.43,0,0,0,0,0,44.23,2172.36,0,489.25,2142.85,432.72,0,0,299.08,0,0,0,0,242.9,0,0,0,0,0,0,0,0,776.39,439.9,75,797.4,0,0,0,0,0,0,0,0,0,0,0,4603.45,0,8606.54,0,0,100,0,318.52,0,0,0,0,0,651,115,39,80,10,151.96,,100032,98928
09/30/2020,2402,0,82855.74,6385.26,0,8829.31,11100.62,0,6647.07,6377.89,648.95,0,3390.6,0,5009.2,0,0,0,19591.53,6546.72,3258.36,0,5464.8,5735.24,0,0,2055.39,13.65,0,3234.36,0,0,0,0,3561.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,887.48,0,0,0,0,0,0,0,2078.12,0,0,0,0,0,3937.34,0,0,512.24,0,0,719.96,0,145,2083.73,0,6000,1932.83,0,37.06,0,0,0,0,0,55.42,0,1805.63,0,0,213.98,0,162.83,0,0,0,0,0,0,501.96,0,0,1868.53,0,0,4892.5,9198.67,825.33,456,4178.84,0,0,0,0,0,0,0,0,0,0,0,1456.26,0,65.52,2623.81,368.74,0,0,49.08,0,0,0,0,175.66,0,0,0,0,0,0,0,0,913.25,256.66,75,623.55,0,0,0,0,0,0,0,0,0,0,0,3835.62,0,8606.54,0,0,0,0,240.5,0,0,0,0,0,564,94,62,39,23,163.38,,96700,92148
09/30/2020,2403,0,86671.09,698.01,0,11396.84,12167.92,0,5296.56,7235.07,734.3,0,3473.38,0,3447.07,0,0,0,20717.89,10032.84,301,0,2591.18,3645.17,0,258.94,5250.62,488.92,0,3176.99,0,127.74,0,0,3598.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,97.29,0,0,0,0,0,0,0,2223.49,0,0,0,0,0,3933.61,0,0,706.24,0,0,501.88,0,161,-10978.18,0,6000,916.53,0,74.2,0,1714.75,0,0,0,55.42,0,1229.72,0,137.43,368.95,0,162.83,0,0,0,0,0,0,501.96,0,0,1218.91,0,0,5130,11655.49,658.78,594,5364.97,0,0,0,0,0,0,0,0,0,0,0,1726.9,0,350.82,3565.22,440.31,0,0,78.33,48,0,0,0,131.52,0,0,0,0,0,0,0,0,739.76,328.59,139.02,1248.3,0,0,0,0,0,0,0,0,0,0,0,3829.41,0,8606.54,0,0,0,0,250.02,0,0,0,0,0,686,141,37,61,16,148.35,,98418,101765
09/30/2020,2404,0,80128.48,3909.4,0,22865.18,10523.54,0,7376.82,7112.57,828.8,0,1825.45,0,2916,0,0,0,22985.1,13817.54,1919.24,-1303.44,2635.02,878.46,0,0,13357.83,296.52,0,2770.77,0,0,0,0,5930.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,-0.81,0,0,0,0,0,0,0,2066.96,0,0,0,0,0,4124.59,0,0,670.83,0,0,69.28,16.8,223,3019.38,0,6000,958.47,0,17.56,0,60,0,0,0,49.01,0,943.76,0,0,166.24,0,135.58,0,0,0,0,0,0,501.96,0,0,664.48,0,0,5367.5,13142.19,1300.01,496,4541.08,0,0,0,0,0,0,0,0,0,0,46.39,1889.83,0,521.16,1589.09,401.7,0,0,78.33,48,0,0,0,257.64,0,0,0,0,0,0,0,0,785.49,366.71,89.5,1020.3,0,0,0,0,0,0,0,0,0,0,0,4069.82,0,8606.54,0,0,0,0,276.5,0,0,0,0,0,697,163,57,82,14,136.86,,94617,95392
09/30/2020,2405,0,92174.47,17285.58,0,16199.57,10673.7,0,10100.87,5736.55,430.56,0,1151.28,0,3474.18,0,0,0,23520.49,11926.57,9532.88,-77.95,4988.38,6590.21,0,105,13403.98,466.65,0,2901.54,0,84.17,0,0,5930.49,0,0,0,0,0,0,0,0,0,0,0,0,499,1000,0,0,0,-511.92,0,0,0,0,0,0,0,2176.44,0,0,0,0,0,4716.8,0,0,661.66,0,0,1172.87,0,390,11456.2,0,6000,1589.51,0,17.52,0,421.23,0,0,1681.96,49.01,0,1473.5,0,0,488.94,0,135.58,0,0,0,0,1891.67,0,501.96,99.99,0,445.05,0,0,6032.5,14892.73,1613.1,692,4242.98,0,0,0,0,0,0,0,0,0,0,97.94,2018.94,0,294.76,4973.6,444.03,0,0,103.38,0,0,0,0,176.98,0,0,0,0,0,0,0,0,1202.69,1036.93,26.9,1171.35,0,0,0,0,0,0,0,0,0,0,0,4682.26,0,8606.54,0,0,0,0,287.9,0,0,0,0,0,709,146,40,63,11,161.51,,110847,114512
09/30/2020,2406,0,108977.37,3269.89,0,15788.79,14290.13,0,6447.24,7661.81,843.91,0,4983.69,0,5196.96,0,0,0,27518.98,10701.61,1620,0,5741.02,1063.72,0,0,7876.05,226.92,0,3962.68,0,0,180,0,3598.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,-48.84,0,0,0,0,0,0,0,2661.39,0,0,0,0,0,5023.79,0,0,729.33,0,0,114.87,0,246,3556.76,0,8000,1356.78,0,21.26,0,450,0,0,3250.08,55.42,0,1782.57,663.88,0,103.42,0,160.5,0,0,0,0,0,0,501.96,0,0,820.49,0,0,6555,14684.34,2030.28,760,8010.81,0,0,0,0,236.87,0,0,0,0,0,32.37,2390.35,0,329.46,3129.95,540.28,0,0,78.33,96,0,0,0,257.11,0,0,0,0,0,0,0,0,1075.66,963.96,123.1,1275.6,0,0,0,0,0,0,0,0,0,0,0,4874.28,0,8606.55,0,0,0,0,313.08,0,0,0,0,0,832,168,74,71,25,148.19,,123465,123294
09/30/2020,2407,0,155415.05,3340,0,31153.81,19367.84,525,12291.31,12140.25,1179.59,0,2214.64,0,5938.57,0,0,0,40605.09,18145.43,1368.9,-84.4,638.76,958.07,0,180.03,8331.55,428.86,0,5122.07,0,0,0,0,5734,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,177.69,0,0,0,0,0,0,0,3953.26,1.2,0,0,0,0,7306.98,0,0,1064.12,0,0,161.75,0,200,10973.12,0,10100,797.85,0,37.32,43.9,633.38,0,0,17.55,56,0,1212.96,145.83,0,435.32,0,287.92,0,0,0,0,0,0,501.96,0,0,1072.05,0,0,6982.51,16377.36,3317.62,786,9484.7,0,0,0,0,0,0,0,0,0,0,7.77,2799.78,0,550.76,4532.45,660.2,0,0,142.58,144,0,0,0,306.23,0,0,0,0,0,0,0,0,1175.31,932.38,171.5,1522.95,0,0,0,0,0,0,0,0,0,0,0,7240.54,0,8606.55,0,0,0,0,460.5,0,0,0,0,0,1144,216,80,100,5,152.28,,170515,174204
09/30/2020,2408,0,145670.61,6382.36,0,19646.99,18793.54,0,11908.44,10983.15,1044,0,3863.07,0,5249.32,0,0,0,36454.27,15223.46,3231.06,0,6887.28,505.3,0,116.44,12885.72,327.09,0,4869.81,0,0,0,0,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,285,0,266.51,0,0,0,0,0,0,0,4172.56,0,0,0,0,0,6706.24,0,0,790.16,0,0,26.86,0,0,5733.32,0,9000,949.17,0,21.17,0,0,0,0,138.06,56.75,0,2001.3,145.83,0,151.4,0,178.58,0,0,0,0,0,0,501.96,606.52,0,1788.18,0,0,9215,14616.81,2087.31,908,12228.11,0,0,0,380,110.12,0,0,0,0,-368.02,0,3249.62,0,904.13,4016.22,747.84,0,0,299.08,48,0,0,0,219.16,0,0,0,0,0,0,0,0,760.88,774.32,277.3,1486.5,0,0,0,0,0,0,0,0,0,0,0,6590.38,0,8606.55,0,0,126,0,422.3,0,0,0,0,0,1143,193,79,98,21,149.55,,172443,170935
09/30/2020,2409,0,96119.02,1445.99,0,16340.26,11273.01,0,5623.45,7540.77,990.72,0,2492.08,0,2479.94,0,0,0,24246.56,10627.96,629.08,0,4998.1,364.46,0,0,5149.16,60.64,0,2792.95,0,0,0,0,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,-4.4,0,0,0,0,0,0,0,2490.23,0,0,0,0,0,4329.16,0,0,674.16,0,0,0,0,12,1868.15,0,6000,675.78,0,20.92,0,0,0,0,133.97,56.75,0,1375.36,125,0,143,0,160.5,0,0,0,0,0,0,501.96,9.99,0,1105.86,0,0,4166.66,11320.8,307.75,404,5754.04,0,0,0,-338.26,24.98,0,0,0,0,0,47.05,1541.94,0,295.55,1791.99,408.79,0,0,78.33,0,0,0,0,222.62,0,0,0,0,0,0,0,0,539.28,374.05,37.14,971.85,0,0,0,0,0,0,0,0,0,0,0,4254.39,0,8606.55,0,0,0,0,240.14,0,0,0,0,0,688,126,52,61,13,145.62,,99583,100184
09/30/2020,2410,0,97337.92,8185.5,0,9979.77,11419.29,0,4084.71,7282.66,965.51,0,2462.59,0,4385.71,0,0,0,22916.71,8262.49,3623.17,0,3550.53,703.27,0,0,2723.38,170.44,0,3233.48,0,0,0,0,5878.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0,0,0,-163.4,0,0,0,0,0,0,0,2292.61,0,0,0,0,0,4383.11,0,0,738.08,0,0,0,74.87,0,2648.44,0,6000,1235.88,0,19.5,0,0,0,0,796.24,113.5,0,524.08,125,80.12,205.78,0,69.5,0,0,0,0,0,0,501.96,0,0,1175.8,0,0,5320,10989.16,1360.54,548,4698.85,0,0,0,0,0,0,0,0,0,-47.08,22.68,1739.73,0,492.32,3291.17,309.51,0,0,74.13,48,0,0,0,105.85,0,0,0,0,0,0,0,0,55.76,947.33,0,153,0,0,0,0,0,0,0,0,0,0,0,4309.23,0,8606.55,0,0,0,0,220.87,0,0,0,0,0,696,162,48,47,11,150.8,,97958,104955
